OID_,Nimi,Namn,OLOTILA,TOIMENPIDE,PAIVITTAJA,PAIVITYSAJ,TYYPPI,NIMISTOLAJ,TALLENNUSA,LUOKKA,TALLENTAJA,GlobalID,x,y,Kunta
5307,Backaksenpolku,Backasstigen,1, ,tarja.itatalo@vantaa.fi,8/5/2022 0:00, , ,8/5/2022 0:00,433,tarja.itatalo@vantaa.fi,{4B45D027-397D-485C-A9D6-32D41C8912AD},387014.1908,6684947.652,Vantaa
5308,Kampusraitti,Kampusstråket,1,Uusi,tarja.itatalo@vantaa.fi,4/15/2024 0:00,katu, ,9/21/2022 0:00,433,seppo.niva@vantaa.fi,{F9F67641-C740-40A9-A9AC-3BC977C2E605},392124.8631,6686104.806,Vantaa
5309,Kiurunkierto,Sånglärksringen,2, ,jukka-veli.heikka@vantaa.fi,10/14/2022 0:00, , ,10/14/2022 0:00,433,jukka-veli.heikka@vantaa.fi,{36F1DE49-D885-4B80-AE1E-208E82590201},393211.5258,6693301.7,Vantaa
5310,Fazerintie,Fazersvägen,2, ,helena.muukkonen,10/20/2022 0:00,katu, ,10/20/2022 0:00,433,helena.muukkonen,{8C832509-D76C-4AC2-ABE2-9E9013EC9765},395560.5315,6681555.708,Vantaa
5311,Fazerintie,Fazersvägen,2, ,helena.muukkonen,10/20/2022 0:00,katu, ,10/20/2022 0:00,433,helena.muukkonen,{964639C8-9517-4C04-B815-417081E604E7},395349.8589,6681514.005,Vantaa
5312,Fazerintie,Fazersvägen,2, ,helena.muukkonen,10/20/2022 0:00,katu, ,10/20/2022 0:00,433,helena.muukkonen,{BFA246D2-9224-4921-A435-2DF93ADF8053},394987.9733,6681725.255,Vantaa
5313,Länsimäentie,Västerkullavägen,2, ,helena.muukkonen,10/20/2022 0:00,katu, ,10/20/2022 0:00,433,helena.muukkonen,{419A3D25-2BD4-4BCB-9D11-1810D662A66F},395531.7929,6681668.238,Vantaa
5314,Solinakuja,Porlgränden,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{84599FD0-E283-4E02-9D00-A6AB01459119},386746.7349,6686725.827,Vantaa
5315,Tikkurilantie,Dickursbyvägen,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{88684AB7-55D6-4AD1-BDCE-E9BF3C316A90},386675.1996,6686853.177,Vantaa
5316,Solinapiha,Porlgården,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{7A39F09C-A4F4-40C0-8CDC-66A37ABC29F8},386700.9866,6686722.029,Vantaa
5317,Solinapolku,Porlstigen,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{3464DB0C-4688-48B6-B380-A852376BF64B},386687.2032,6686746.301,Vantaa
5318,Lorinapolku,Porlstigen,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{5BABA5B3-D6B3-4F1F-BD40-EA7875DE4CF3},386727.7053,6686666.044,Vantaa
5319,Lirinäpolku,Sorlstigen,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{E2682BFE-4676-48D5-8B7E-42810214482A},386688.9207,6686645.649,Vantaa
5320,Aurtuapuisto,Örtugsparken,2, ,charlotta.tanner@vantaa.fi,10/30/2023 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{38300128-CC5A-40CB-9BA4-5CD3DCFF27C5},386546.0218,6686685.14,Vantaa
5321,Huminapolku,Surrstigen,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{FB34058B-3DB1-4895-840E-A6093C1FC449},386889.4137,6686774.409,Vantaa
5322,Huminapiha,Surrgården,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{5A1BD3BC-88D3-4E1A-B394-40EDF923CF40},386886.9568,6686732.799,Vantaa
5323,Suhinapolku,Susstigen,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{93C5A69E-5222-416C-94D9-53231EEAE531},387026.4409,6686688.096,Vantaa
5324,Pauhupolku,Larmstigen,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{10FF5965-58E8-4F6C-8BF9-56D0CBA8F172},387088.8505,6686728.31,Vantaa
5325,Pauhukuja,Larmgränden,2, ,vuokko.rova@vantaa.fi,10/25/2022 0:00,katu, ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{B1D0410C-4B34-4AE6-86EA-F0D1876457B4},387087.0336,6686661.575,Vantaa
5326,Tulokuja,Inkomstgränden,1, ,vuokko.rova@vantaa.fi,10/25/2022 0:00, , ,10/25/2022 0:00,433,vuokko.rova@vantaa.fi,{89CE1DB6-0CB5-4AE6-B4E5-3023AD94A4EC},386418.9194,6686822.484,Vantaa
5327,Tammasuo,Märakärret,2, ,helena.muukkonen,11/1/2022 0:00,luonnollinen luonnonkohde, ,11/1/2022 0:00,433,helena.muukkonen,{DE30994A-D796-4F4F-9DD5-1381D93E73BC},394974.3918,6681855.542,Vantaa
5328,Aerolankaari,Aerolabågen,1,Uusi,tarja.itatalo@vantaa.fi,8/30/2023 0:00,katu, ,12/9/2022 0:00,433,anna.hellen@vantaa.fi,{CC40D2AA-3C42-4171-9E99-BF6D13C18197},387909.473,6686316.205,Vantaa
5329,Järventaka,Järventaka,1, ,tarja.itatalo@vantaa.fi,1/2/2023 0:00, , ,1/2/2023 0:00,433,tarja.itatalo@vantaa.fi,{7639534B-13DC-42D9-8DD0-3BA6E9311917},377632.6275,6684695.708,Vantaa
5330,Elannonpuisto,Elantoparken,1, ,tarja.itatalo@vantaa.fi,1/18/2023 0:00, , ,1/18/2023 0:00,433,tarja.itatalo@vantaa.fi,{5CBB02D6-1B19-4910-ACD0-69389791891A},387131.1959,6685337.574,Vantaa
5331,Aateliaukio,Adelsplatsen,1, ,tarja.itatalo@vantaa.fi,1/18/2023 0:00, , ,1/18/2023 0:00,433,tarja.itatalo@vantaa.fi,{00B25B4D-95A7-4655-A8D3-F02F98FA041C},387055.9135,6684577.14,Vantaa
5332,Lentäjäntie,Pilotvägen,2, ,anna.hellen@vantaa.fi,2/2/2023 0:00,katu, ,2/2/2023 0:00,433,anna.hellen@vantaa.fi,{7B2E1DAF-14ED-41A2-B962-C251B83EE57F},387610.7494,6688264.695,Vantaa
5333,Teletie,Televägen,2, ,anna.hellen@vantaa.fi,2/2/2023 0:00,katu, ,2/2/2023 0:00,433,anna.hellen@vantaa.fi,{67CF49DB-EDF3-49CC-9CB3-1C46EBF4FF67},387684.7887,6688094.763,Vantaa
5334,Kampusaukio,Kampusplatsen,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00,katu, ,2/21/2023 0:00,433,seppo.niva@vantaa.fi,{2B1CB95B-8FCB-4B21-9925-B6C8BE803F8D},392151.0569,6686120.932,Vantaa
5335,Abiturientin aukio,Abiturients platsen,1, ,tarja.itatalo@vantaa.fi,1/30/2024 0:00,katu, ,2/21/2023 0:00,433,seppo.niva@vantaa.fi,{C1E76F8E-CE33-48C0-8F3B-A51C81E58B3E},392136.3922,6685998.463,Vantaa
5336,Grönberginkulku,Grönbergsgången,1, ,tarja.itatalo@vantaa.fi,12/10/2024 0:00,katu, ,2/21/2023 0:00,433,seppo.niva@vantaa.fi,{1692C83A-F71C-45EB-B967-656E419118BE},392066.7006,6685979.281,Vantaa
5337,Grönbergin raitti,Grönbergsstråket,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00,katu, ,2/21/2023 0:00,433,seppo.niva@vantaa.fi,{B912F9A3-EA0B-46F0-9B79-89209BE5A222},392075.8902,6686164.445,Vantaa
5338,Kampuskuja,Kampusgränden,1, ,tarja.itatalo@vantaa.fi,4/15/2024 0:00,katu, ,2/21/2023 0:00,433,seppo.niva@vantaa.fi,{F8CD0C51-DC26-417B-A9C9-1C90A69CC039},392085.0951,6686144.147,Vantaa
5339,Santaradanniitty,Sandbansängen,1, ,tarja.itatalo@vantaa.fi,4/23/2024 0:00,luonnollinen luonnonkohde, ,3/2/2023 0:00,433,anna.sarikaya@vantaa.fi,{7900943F-83FB-495E-930C-7F1DE9F7BE31},392710.8603,6684968.002,Vantaa
5340,Pitkäsuonpolku, Långmossestigen,1, ,tarja.itatalo@vantaa.fi,8/9/2024 0:00,katu, ,3/13/2023 0:00,433,kimmo.kangas@vantaa.fi,{A2777393-A91B-460E-AB31-D920981A2A04},396730.8616,6681758.419,Vantaa
5341,Pytinkalliontie,Pyttisbergsvägen,1, ,tarja.itatalo@vantaa.fi,1/30/2024 0:00,katu, ,3/13/2023 0:00,433,paivi.veijola@vantaa.fi,{1D8D97A1-2177-4F45-BBF4-E486BCF44808},387727.9912,6686565.421,Vantaa
5342,Aerolankenttä,Aerolaplanen,1, ,tarja.itatalo@vantaa.fi,1/30/2024 0:00,muu, ,3/13/2023 0:00,433,paivi.veijola@vantaa.fi,{4047E9BA-51F5-4F2C-9082-11C6EEE85B12},387903.1113,6686409.307,Vantaa
5343,Leinonlammikko,Leinogölen,1, ,tarja.itatalo@vantaa.fi,8/30/2023 0:00,muu, ,3/13/2023 0:00,433,paivi.veijola@vantaa.fi,{91F179DF-E336-4394-B94D-1CB6EAC5F72C},387947.5032,6686268.504,Vantaa
5344,Palloilijanaukio,Bollspelarplatsen,1, ,tarja.itatalo@vantaa.fi,1/30/2024 0:00,muu, ,3/13/2023 0:00,433,paivi.veijola@vantaa.fi,{E86733EA-0987-4990-BAEE-5D9F056FF559},387834.0254,6686461.28,Vantaa
5345,Palloilijanpolku,Bollsplelarstigen,1, ,tarja.itatalo@vantaa.fi,1/30/2024 0:00,katu, ,3/13/2023 0:00,433,paivi.veijola@vantaa.fi,{51B49C18-9D42-4AEB-A74D-F5D0A96756FB},387803.8646,6686438.576,Vantaa
5346,Cessnanpolku,Cessnastigen,2, ,vuokko.rova@vantaa.fi,3/15/2023 0:00,katu, ,3/15/2023 0:00,433,vuokko.rova@vantaa.fi,{AB685DF7-66D0-4B0B-A98E-316DDD92EF0C},387396.6219,6687116.037,Vantaa
5347,Drakeninkuja,Drakensgränden,2, ,vuokko.rova@vantaa.fi,4/12/2023 0:00,katu, ,3/15/2023 0:00,433,vuokko.rova@vantaa.fi,{97DF1138-C71D-4152-8080-D92A321BDD02},387135.1685,6686932.534,Vantaa
5348,Drakeninpolku,Drakensstigen,2, ,vuokko.rova@vantaa.fi,4/12/2023 0:00,katu, ,3/15/2023 0:00,433,vuokko.rova@vantaa.fi,{9D7B25AE-3134-4E9D-8CDF-72035F802A84},387181.3655,6686854.161,Vantaa
5349,Visioaukio,Visionplatsen,2, ,vuokko.rova@vantaa.fi,3/15/2023 0:00,katu, ,3/15/2023 0:00,433,vuokko.rova@vantaa.fi,{E8FBFE00-C264-4422-9FFC-68E69DD5B1F8},387567.4867,6686953.297,Vantaa
5350,Ideakuja,Idégränden,2, ,vuokko.rova@vantaa.fi,3/15/2023 0:00,katu, ,3/15/2023 0:00,433,vuokko.rova@vantaa.fi,{E65196BB-F773-4F85-9861-C8D4574CAC4C},387529.9938,6686944.969,Vantaa
5351,Kajavanpuisto,Kajavaparken,1, ,tarja.itatalo@vantaa.fi,9/24/2024 0:00,katu, ,3/15/2023 0:00,433,vuokko.rova@vantaa.fi,{4D4701E0-BFC3-49F2-9147-D01EAB0CA405},387218.6369,6686996.838,Vantaa
5352,Sääskenpuisto,Sääskiparken,2, ,vuokko.rova@vantaa.fi,3/15/2023 0:00,katu, ,3/15/2023 0:00,433,vuokko.rova@vantaa.fi,{F6CC221B-8A68-4E65-BBAB-7CD6A6811C38},387031.3991,6687124.343,Vantaa
5353,Punapolku,Rödstigen,2, ,annakaisa.haanpaa@vantaa.fi,3/16/2023 0:00,katu, ,3/16/2023 0:00,433,annakaisa.haanpaa@vantaa.fi,{6A43213F-6963-42A2-ABC9-12662DCBB010},381384.3061,6683987.119,Vantaa
5354,Vasarakirveenkuja,Båtyxgränden,2, ,anders.hedman@vantaa.fi,4/11/2023 0:00,katu, ,4/11/2023 0:00,433,anders.hedman@vantaa.fi,{57B9C2BA-7913-43BC-9FDA-69399A2918A2},380826.0769,6682675.433,Vantaa
5355,Ilmailuaukio,Flygtorget,2, ,anna.sarikaya@vantaa.fi,4/12/2023 0:00,katu, ,4/12/2023 0:00,433,anna.sarikaya@vantaa.fi,{5AAEE0CA-F639-49DD-B8CB-1E7DF3349DA2},387222.5163,6687266.576,Vantaa
5356,Adam Walliuksen katu,Adam Wallius gata,2, ,tea.taponen@vantaa.fi,5/16/2024 0:00,katu, ,4/12/2023 0:00,433,anna.sarikaya@vantaa.fi,{1B1EF1ED-ED57-41F3-8FC8-9FFAEED847DE},387263.6256,6687358.623,Vantaa
5357,Turbiinitie,Turbinvägen,2, ,anna.sarikaya@vantaa.fi,4/12/2023 0:00,katu, ,4/12/2023 0:00,433,anna.sarikaya@vantaa.fi,{95E9B1C1-6CD4-420D-8F5B-A5BF68DD2C49},387299.4255,6687426.674,Vantaa
5358,Turbiinitie,Turbinvägen,2, ,anna.sarikaya@vantaa.fi,4/12/2023 0:00,katu, ,4/12/2023 0:00,433,anna.sarikaya@vantaa.fi,{FA75F14C-A17A-4136-9D8F-8303E6C0E48D},387143.8724,6687346.195,Vantaa
5359,Ilmakehä,Luftleden,2, ,anna.sarikaya@vantaa.fi,4/12/2023 0:00,katu, ,4/12/2023 0:00,433,anna.sarikaya@vantaa.fi,{C79C36D0-EE7A-4F44-A2BB-6E269107FB05},387404.6009,6687451.099,Vantaa
5360,Tietotie,Datavägen,2, ,anna.sarikaya@vantaa.fi,4/12/2023 0:00,katu, ,4/12/2023 0:00,433,anna.sarikaya@vantaa.fi,{4FF90DDC-A003-491B-8D11-D9B7FC572185},387475.7889,6687666.602,Vantaa
5361,Tietotie,Datavägen,2, ,anna.sarikaya@vantaa.fi,4/12/2023 0:00,katu, ,4/12/2023 0:00,433,anna.sarikaya@vantaa.fi,{CDE0FFDF-925E-4E3F-B225-9158597D92CD},387719.6214,6687979.452,Vantaa
5362,Ilmailutie,Luftfartsvägen,2, ,anna.sarikaya@vantaa.fi,4/12/2023 0:00,katu, ,4/12/2023 0:00,433,anna.sarikaya@vantaa.fi,{27CD1099-1C21-4F38-9303-35B5E447D6F8},387733.3463,6687889.828,Vantaa
5363,Kiskanpuisto,Kiskaparken,2, ,anna.hakamaki@vantaa.fi,4/13/2023 0:00,rakennettu luonnonkohde, ,4/13/2023 0:00,433,anna.hakamaki@vantaa.fi,{BA3A4FA9-8462-457E-A2F0-4A8478708149},380533.1778,6684501.631,Vantaa
5364,Laajakorpi,Bredkärret,2, ,anna.hakamaki@vantaa.fi,4/13/2023 0:00,rakennettu luonnonkohde, ,4/13/2023 0:00,433,anna.hakamaki@vantaa.fi,{AC4BDD3A-CF2D-4BB4-B816-99DD838F3456},380353.8624,6684376.47,Vantaa
5365,Raappavuorenpolku,Skrapbergsstigen,2, ,marko.hoffren@vantaa.fi,11/27/2023 0:00,katu, ,4/13/2023 0:00,433,anna.hakamaki@vantaa.fi,{98A30ED3-9225-49AC-BCB4-C9BE1FCCB9D4},380490.6734,6684558.42,Vantaa
5366,Raappavuorenrinne,Skrapbergsbrinken,2, ,anna.hakamaki@vantaa.fi,4/13/2023 0:00,katu, ,4/13/2023 0:00,433,anna.hakamaki@vantaa.fi,{95524093-3F47-4A23-9294-06AB52E9A65C},380432.4429,6684383.714,Vantaa
5367,Turbiinitie,Turbinvägen,2, ,anna.sarikaya@vantaa.fi,5/10/2023 0:00,katu, ,5/10/2023 0:00,433,anna.sarikaya@vantaa.fi,{633402A8-A818-42C6-9D45-ACE9C6573F77},386774.9003,6686943.298,Vantaa
5368,Turbiinitie,Turbinvägen,2, ,anna.sarikaya@vantaa.fi,5/10/2023 0:00,katu, ,5/10/2023 0:00,433,anna.sarikaya@vantaa.fi,{5C565489-1F02-4ED9-84B9-A138E734E24A},386873.624,6687115.739,Vantaa
5369,Kalsedonikuja,Kalcedongränden,2, ,veli-pekka.ristimaki@vantaa.fi,5/17/2023 0:00,katu, ,5/17/2023 0:00,433,veli-pekka.ristimaki@vantaa.fi,{5B3DEB70-30C9-4CAD-92CA-919CBB270DCA},381465.7236,6688317.25,Vantaa
5370,Onnenkivenkatu,Lyckostensgatan,2, ,veli-pekka.ristimaki@vantaa.fi,5/17/2023 0:00,katu, ,5/17/2023 0:00,433,veli-pekka.ristimaki@vantaa.fi,{C3F8948F-5F5C-448B-8AD6-616A861C138A},381459.3404,6688269.602,Vantaa
5371,Onnenkivenrinne,Lyckostensbrinken,2, ,veli-pekka.ristimaki@vantaa.fi,5/29/2023 0:00,katu, ,5/17/2023 0:00,433,veli-pekka.ristimaki@vantaa.fi,{88EDCAF2-BC70-4994-BB5D-A70DF6DE73A1},381428.7311,6688312.735,Vantaa
5372,Onnenkivenrinne,Lyckostensbrinke,2, ,veli-pekka.ristimaki@vantaa.fi,5/17/2023 0:00,katu, ,5/17/2023 0:00,433,veli-pekka.ristimaki@vantaa.fi,{FDD091A9-427C-472A-A4E4-C14F08256245},381474.8167,6688346.502,Vantaa
5373,Aventuriinipiha,Aventuringården,2, ,veli-pekka.ristimaki@vantaa.fi,5/17/2023 0:00,katu, ,5/17/2023 0:00,433,veli-pekka.ristimaki@vantaa.fi,{2D9EBE90-D5A6-441C-888D-BB35C9A5D247},381473.8113,6688371.981,Vantaa
5374,Havumalmi,Barrmalmen,2, ,anna.sarikaya@vantaa.fi,5/17/2023 0:00,muu, ,5/17/2023 0:00,433,anna.sarikaya@vantaa.fi,{D8CCFBD3-9DB3-4827-9BB1-C18AD49B0A60},395818.756,6681919.05,Vantaa
5375,Aventuriinikuja,Aventuringränden,2, ,veli-pekka.ristimaki@vantaa.fi,5/24/2023 0:00,katu, ,5/24/2023 0:00,433,veli-pekka.ristimaki@vantaa.fi,{CBCE53DD-EBAD-4E1B-A799-144B501F5E24},381536.5051,6688328.937,Vantaa
5376,Onnenpiha,Lyckogården,2, ,veli-pekka.ristimaki@vantaa.fi,5/24/2023 0:00,katu, ,5/24/2023 0:00,433,veli-pekka.ristimaki@vantaa.fi,{BB18A0EE-3132-4068-BBA2-0D11D6EF4290},381539.5257,6688369.187,Vantaa
5377,Onnenkuja,Lyckogränden,2, ,veli-pekka.ristimaki@vantaa.fi,5/24/2023 0:00,katu, ,5/24/2023 0:00,433,veli-pekka.ristimaki@vantaa.fi,{55E51664-4950-4A19-89C0-E86FDC43D2D0},381580.8426,6688353.466,Vantaa
5378,Onnenojanpuisto,Lyckobäcksparken,2, ,veli-pekka.ristimaki@vantaa.fi,6/14/2023 0:00,rakennettu luonnonkohde, ,6/14/2023 0:00,433,veli-pekka.ristimaki@vantaa.fi,{09FE8898-4FA0-4A72-B448-498233BBDB57},381584.4721,6688419.469,Vantaa
5379,Tukkukaupankuja,Parthandelsgränden,1, ,tarja.itatalo@vantaa.fi,6/20/2023 0:00, , ,6/20/2023 0:00,433,tarja.itatalo@vantaa.fi,{D6F25E2A-9507-4401-9323-1BB7FB1F5D51},392937.9711,6684769.672,Vantaa
5380,Elmonpolku,Elmostigen,1, ,tarja.itatalo@vantaa.fi,8/30/2023 0:00, , ,8/30/2023 0:00,433,tarja.itatalo@vantaa.fi,{E9D3D58F-7A75-4ED6-A9C1-91EB8680D33D},393144.6309,6690541.688,Vantaa
5381,Elmonkuja,Elmogränden,1, ,tarja.itatalo@vantaa.fi,8/30/2023 0:00, , ,8/30/2023 0:00,433,tarja.itatalo@vantaa.fi,{E08937B2-8849-4B48-A629-7AB2198D3B12},393272.8441,6690510.847,Vantaa
5382,PYTINOJANKUJA,PYTTISBÄCKSGRÄNDEN,2,Muutos,anne.polvi@vantaa.fi,10/4/2023 0:00,katu, ,9/18/2023 0:00,433,anne.polvi@vantaa.fi,{CF24B267-6ABC-424E-B24F-46174706D25E},388147.8288,6686094.419,Vantaa
5383,HEIKINKUJA HEIKKIGRÄNDEN, ,0, ,jukka-veli.heikka@vantaa.fi,1/30/2024 0:00, , ,9/25/2023 0:00,433,jukka-veli.heikka@vantaa.fi,{E81D939C-FB3D-4AFB-AA88-F72A1E52F296},394843.439,6689660.554,Vantaa
5384,Pytinojankuja,Pyttisbäcksgränden,2, ,anne.polvi@vantaa.fi,10/6/2023 0:00,katu, ,10/6/2023 0:00,433,anne.polvi@vantaa.fi,{AC2CEDFD-4DA5-4706-9F35-AEA5C1F122C6},388144.0225,6686080.49,Vantaa
5385,Annefredinpolku,Annefredsstigen,2, ,anne.polvi@vantaa.fi,10/6/2023 0:00,katu, ,10/6/2023 0:00,433,anne.polvi@vantaa.fi,{ADE55728-D10F-493C-9709-5098A73537F4},388286.6961,6686008.079,Vantaa
5386,Annefredinpuisto,Annefredsparken,2, ,anne.polvi@vantaa.fi,10/6/2023 0:00,rakennettu luonnonkohde, ,10/6/2023 0:00,433,anne.polvi@vantaa.fi,{D549716C-B848-4C36-A214-0E2227C6EE80},388235.9216,6685999.024,Vantaa
5387,Martinlaaksontie,Mårtensdalsvägen,2,Uusi,kimmo.kangas@vantaa.fi,1/30/2024 0:00,katu, ,1/30/2024 0:00,433,kimmo.kangas@vantaa.fi,{04F548F3-4C66-453C-8962-8D5408E3F080},381138.5086,6684172.767,Vantaa
5388,Valkopolku, ,2,Uusi,kimmo.kangas@vantaa.fi,1/30/2024 0:00,katu, ,1/30/2024 0:00,433,kimmo.kangas@vantaa.fi,{5D558D7B-6CEA-4E16-80A8-4C8AE25B92CC},381137.3153,6684108.293,Vantaa
5389,Vihertie,Grönvägen,2, ,kimmo.kangas@vantaa.fi,1/31/2024 0:00,katu, ,1/30/2024 0:00,433,kimmo.kangas@vantaa.fi,{A61069C0-AA3C-472D-94B7-AFF7E8E32B95},381161.2259,6683909.499,Vantaa
5390,Valkopolku,Vitstigen,2, ,kimmo.kangas@vantaa.fi,1/31/2024 0:00,katu, ,1/31/2024 0:00,433,kimmo.kangas@vantaa.fi,{5839E0C9-122D-4E48-BAE5-DBC32FF85A12},381140.0242,6684093.546,Vantaa
5391,Arpa-aukio,Lottplatsen,1, ,tarja.itatalo@vantaa.fi,12/10/2024 0:00,muu, ,2/8/2024 0:00,433,marko.hoffren@vantaa.fi,{E964AD0C-02F3-43F4-93B9-424AEEA4F20F},378907.429,6682366.21,Vantaa
5392,Lottokuja,Lottogränden,1, ,tarja.itatalo@vantaa.fi,12/10/2024 0:00,katu, ,2/8/2024 0:00,433,marko.hoffren@vantaa.fi,{3CB05788-C67C-4B4B-8506-E06478CDA2D4},378883.0774,6682395.009,Vantaa
5393,Pikku-Keimolan Polku,Lilla Käinbystigen,1, ,jussi.selkala@vantaa.fi,2/14/2024 0:00,katu, ,2/14/2024 0:00,433,jussi.selkala@vantaa.fi,{4899FF4C-F8D2-468C-BED3-BA98CD0D325F},380135.967,6688767.1,Vantaa
5394,Slåttmossen,Slåttmossen,2, ,tea.taponen@vantaa.fi,3/5/2024 0:00,luonnollinen luonnonkohde, ,3/5/2024 0:00,433,tea.taponen@vantaa.fi,{DB9FC97D-F4A8-4336-A7B5-430CA595982C},394751.14,6681731.314,Vantaa
5395,Rivieranraitio,Rivieraspåren,2, ,tea.taponen@vantaa.fi,3/5/2024 0:00,muu, ,3/5/2024 0:00,433,tea.taponen@vantaa.fi,{608E419F-A45E-43B9-8FC4-8637272600AC},394656.7669,6681815.284,Vantaa
5396,Metsätie,Skogsvägen,2, ,tea.taponen@vantaa.fi,3/5/2024 0:00,katu, ,3/5/2024 0:00,433,tea.taponen@vantaa.fi,{69FF56F9-4170-4ABE-AB05-04F30BDB5E6D},394968.5792,6681872.514,Vantaa
5397,Malakiittikuja,Malakitgränden,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,katu, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{5A0A7002-CC80-4B8C-84FC-FCD0D607AE94},381259.925,6688276.965,Vantaa
5398,Malakiittipolku,Malakitstigen,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,katu, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{7E7DB943-7D78-4EDD-8415-3C61F5C7A7E4},381187.3786,6688249.755,Vantaa
5399,Hiontakuja,Slipgränden,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,katu, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{5999C1BE-A27F-4152-8732-0A96491AE41D},381148.0969,6688235.005,Vantaa
5400,Korundipuisto,Korundparken,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,rakennettu luonnonkohde, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{2EA7C1FD-C982-48D3-AA18-41730DB36E93},381261.4037,6688145.21,Vantaa
5401,Kivenveistäjänpuisto,Stenskulptörparken,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,rakennettu luonnonkohde, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{C70F1ED7-7A01-4967-B7A4-FA3FEB15A94F},381247.309,6688034.391,Vantaa
5402,Beryllipuisto,Beryllparken,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,rakennettu luonnonkohde, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{20355B74-85FE-4FEB-A691-C25C68AF97A9},381083.5713,6687916.872,Vantaa
5403,Berylliportti,Beryllporten,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,katu, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{80807AB1-E4A6-4BB0-9EF1-DECA6AEB6FDB},381076.922,6687857.594,Vantaa
5404,Beryllikuja,Beryllgränden,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,katu, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{60AE6B70-56D8-488B-B829-A982AC42A189},380996.8136,6687904.374,Vantaa
5405,Kivenveistäjänkuja,Stenskulptörgränden,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,katu, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{16F62F5B-4C64-4FF2-885A-0CC5ABB6ABC8},381173.0006,6688073.032,Vantaa
5406,Kaiverruskuja,Graveringsgränden,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,katu, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{9816F659-2C2F-4382-8984-1D01CC6A9F69},381111.1769,6688129.253,Vantaa
5407,Korusepänkuja,Smyckesmedsgränden,2, ,riikka.mattila@vantaa.fi,3/13/2024 0:00,katu, ,3/13/2024 0:00,433,riikka.mattila@vantaa.fi,{C6846E2E-D853-40E5-9245-B0663B58EB7E},381129.4238,6688196.489,Vantaa
5408,Kuriirikuja,Kurirgränden,2, ,tea.taponen@vantaa.fi,3/21/2024 0:00, , ,3/21/2024 0:00,433,tea.taponen@vantaa.fi,{2CFB925C-96F7-472E-999D-98E8D23365D3},389965.715,6685570.609,Vantaa
5409,Kuriirikuja,Kurirgränden,2, ,tea.taponen@vantaa.fi,3/21/2024 0:00, , ,3/21/2024 0:00,433,tea.taponen@vantaa.fi,{BB772261-3DF8-4CD6-ABE0-6EE27B90E31F},389831.1666,6685382.729,Vantaa
