index,Nimi,Namn,Kunta
11468,Kellaripellonkuja,Källaråkersgränden,Helsinki
11469,Kellaritie,Källarvägen,Helsinki
11470,Kellosaarenkatu,Skällargatan,Helsinki
11471,Kellosaarenranta,Skällarstranden,Helsinki
11472,Kellosilta,Klockbron,Helsinki
11473,Keltanopolku,Blomsterstigen,Helsinki
11474,Keltanotie,Hökblomstervägen,Helsinki
11475,Kemiönkuja,Kimitogränden,Helsinki
11476,Kengittäjäntie,Hovslagarvägen,Helsinki
11477,Kengityssepänpolku,Hästskosmedsstigen,Helsinki
11478,Kennotie,Bikakevägen,Helsinki
11479,Kenttäkuja,Fältgränden,Helsinki
11480,Kenttäpolku,Fältstigen,Helsinki
11481,Kenttätie,Fältvägen,Helsinki
11482,Keriharju,Vikubacka,Helsinki
11483,Kertojantie,Berättarvägen,Helsinki
11484,Kerttulinkuja,Gertrudsgränden,Helsinki
11485,Kerttusentie,Rödfågelsvägen,Helsinki
11486,Kesantokuja,Trädesgränden,Helsinki
11487,Kesantopolku,Trädesstigen,Helsinki
11488,Kesantotie,Trädesvägen,Helsinki
11489,Keskiyöntie,Midnattsvägen,Helsinki
11490,Keskuskatu,Centralgatan,Helsinki
11491,Kesäkatu,Sommargatan,Helsinki
11492,Ketjukuja,Kedjegränden,Helsinki
11493,Ketokivenkaari,Fältstensbågen,Helsinki
11494,Ketokivenpolku,Fältstensstigen,Helsinki
11495,Ketokiventie,Fältstensvägen,Helsinki
11496,Kettukuja,Rävgränden,Helsinki
11497,Kettutie,Rävvägen,Helsinki
11498,Keulakuvantie,Galjonsvägen,Helsinki
11499,Keulatie,Förstävsvägen,Helsinki
11500,Keuruuntie,Keuruvägen,Helsinki
11501,Kevätkatu,Vårgatan,Helsinki
11502,Kevättori,Vårtorget,Helsinki
11503,Kielopolku,Konvaljestigen,Helsinki
11504,Kiertotähdenkuja,Planetgränden,Helsinki
11505,Kiertotähdenpolku,Planetstigen,Helsinki
11506,Kiertotähdentie,Planetvägen,Helsinki
11507,Kiesitie,Schäsvägen,Helsinki
11508,Kiiliänkuja,Kiiliägränden,Helsinki
11509,Kiillekuja,Glimmergränden,Helsinki
11510,Kiilletie,Glimmervägen,Helsinki
11511,Kiitäjänkuja,Löpargränden,Helsinki
11512,Kiitäjäntie,Löparvägen,Helsinki
11513,Killingholmankuja,Killingholmsgränden,Helsinki
11514,Killinkuja,Killigränden,Helsinki
11515,Kilpolantie,Kilpolavägen,Helsinki
11516,Kimalaiskuja,Humlegränden,Helsinki
11517,Kimmontie,Kimmovägen,Helsinki
11518,Kimnaasipolku,Gymnasiestigen,Helsinki
11519,Kimpipolku,Kimstigen,Helsinki
11520,Kimpitie,Kimvägen,Helsinki
11521,Kinaporinkatu,Kinaborgsgatan,Helsinki
11522,Kinkeripolku,Läsförhörsstigen,Helsinki
11523,Kinnarinkuja,Skinnargränden,Helsinki
11524,Kipparlahdenraitti,Skepparviksstråket,Helsinki
11525,Kipparlahdensilmukka,Skepparvikskroken,Helsinki
11526,Kirjatyöntekijänkatu,Bokarbetaregatan,Helsinki
11527,Kirjokallionkuja,Vackerbergsgränd,Helsinki
11528,Kirjokalliontie,Vackerbergsvägen,Helsinki
11529,Kirjokiventie,Fagerstensvägen,Helsinki
11530,Kirjurinkatu,Bokhållargatan,Helsinki
11531,Kirjurintie,Skrivarevägen,Helsinki
11532,Kirkkoherrantie,Kyrkoherdevägen,Helsinki
11533,Kirkkokatu,Kyrkogatan,Helsinki
11534,Kirkkosalmentie,Kyrksundsvägen,Helsinki
11535,Kirkonkyläntie,Kyrkobyvägen,Helsinki
11536,Kirsikuja,Tjälgränden,Helsinki
11537,Kirsitie,Tjälvägen,Helsinki
11538,Kirstinkuja,Kristinegränden,Helsinki
11539,Kirvelikuja,Körvelgränden,Helsinki
11540,Kirveskuja,Yxgränden,Helsinki
11541,Kirvesmiehenkatu,Timmermansgatan,Helsinki
11542,Kirvespolku,Yxstigen,Helsinki
11543,Kirvestie,Yxvägen,Helsinki
11544,Kisatie,Tävlingsvägen,Helsinki
11545,Kiskontie,Kiskovägen,Helsinki
11546,Huokotie,Drågvägen,Helsinki
11547,Huopalahdentie,Hoplaksvägen,Helsinki
11548,Huovitie,Knektvägen,Helsinki
11549,Huttumyllyntie,Grötkvarnsvägen,Helsinki
11550,Huvilakatu,Villagatan,Helsinki
11551,Huvilakuja,Villagränden,Helsinki
11552,Hylkeenpyytäjänkatu,Säljägargatan,Helsinki
11553,Hyttitie,Hyttvägen,Helsinki
11554,Hyttyspolku,Myggdansstigen,Helsinki
11555,Häklinkuja,Häkligränden,Helsinki
11556,Hällinkuja,Hälligränden,Helsinki
11557,Hämeenapajantie,Tavastvarpsvägen,Helsinki
11558,Hämeentie,Tavastvägen,Helsinki
11559,Hämyläntie,Hämylävägen,Helsinki
11560,Härkälahdenkuja,Oxviksgränden,Helsinki
11561,Härkätie,Oxvägen,Helsinki
11562,Ilmarinkatu,Ilmarigatan,Helsinki
11563,Ilmattarenkuja,Ilmatargränden,Helsinki
11564,Ilmattarentie,Ilmatarvägen,Helsinki
11565,Ilmolanraitti,Ilmolastråket,Helsinki
11566,Ilomäenpolku,Ilomäkistigen,Helsinki
11567,Ilomäentie,Ilomäkivägen,Helsinki
11568,Ilotulitustie,Fyrverkerivägen,Helsinki
11569,Iltaruskontie,Aftonrådevägen,Helsinki
11570,Iltatähdenkuja,Aftonstjärnegränden,Helsinki
11571,Iltatähdenpolku,Aftonstjärnestigen,Helsinki
11572,Iltatähdentie,Aftonstjärnevägen,Helsinki
11573,Ilvestie,Lovägen,Helsinki
11574,Imarretie,Stensötsvägen,Helsinki
11575,Immolanhaara,Immusgrenen,Helsinki
11576,Immolankuja,Immusgränd,Helsinki
11577,Immolantie,Immusvägen,Helsinki
11578,Impivaarantie,Impivaaravägen,Helsinki
11579,Inarintie,Enarevägen,Helsinki
11580,Ingeborginkuja,Ingeborgsgränden,Helsinki
11581,Ingeborgintie,Ingeborgsvägen,Helsinki
11582,Iniönpolku,Iniöstigen,Helsinki
11583,Inkeroistentie,Ingeroisvägen,Helsinki
11584,Inkiväärikuja,Ingefärsgränden,Helsinki
11585,Inkoonkatu,Ingågatan,Helsinki
11586,Insinöörinkatu,Ingenjörsgatan,Helsinki
11587,Intendentinkuja,Intendentgränd,Helsinki
11588,Intiankatu,Indiagatan,Helsinki
11589,Iso Roobertinkatu,Stora Robertsgatan,Helsinki
11590,Isokaari,Storsvängen,Helsinki
11591,Ison-Antintie,Stor-Andersvägen,Helsinki
11592,Isonkaivontie,Storbrunnsvägen,Helsinki
11593,Isonkarhunkuja,Stora björnsgränden,Helsinki
11594,Isonmastonkuja,Stormastgränden,Helsinki
11595,Isonmastontie,Stormastvägen,Helsinki
11596,Isonnevantie,Stormyrvägen,Helsinki
11597,Isonniitynkatu,Storängsgatan,Helsinki
11598,Isonniitynkuja,Storängsgränden,Helsinki
11599,Isonniitynpolku,Storängsstigen,Helsinki
11600,Isonniityntie,Storängsvägen,Helsinki
11601,Isonpellontie,Storåkersvägen,Helsinki
11602,Isonpurjeentie,Storsegelsvägen,Helsinki
11603,Isonsarvastontie,Storfladavägen,Helsinki
11604,Isonvillasaarentie,Stora Ullholmsvägen,Helsinki
11605,Isosaarenkuja,Mjölögränden,Helsinki
11606,Isosaarentie,Mjölövägen,Helsinki
11607,Isännänpolku,Husbondsstigen,Helsinki
11608,Itäinen Alppirinne,Östra Alpbrinken,Helsinki
11609,Itäinen Brahenkatu,Östra Brahegatan,Helsinki
11610,Itäinen Papinkatu,Östra Prästgatan,Helsinki
11611,Itäinen Puistotie,Östra Allén,Helsinki
11612,Itäinen Teatterikuja,Östra Teatergränden,Helsinki
11613,Itäkatu,Östergatan,Helsinki
11614,Itälahdenkatu,Österviksgatan,Helsinki
11615,Itämerenkatu,Östersjögatan,Helsinki
11616,Itämerensola,Östersjöpasset,Helsinki
11617,Itäniitynpolku,Österängsstigen,Helsinki
11618,Itäniityntie,Österängsvägen,Helsinki
11619,Itäpolku,Österstigen,Helsinki
11620,Itäreimarinkuja,Östremmargränden,Helsinki
11621,Itäreimarintie,Östremmarvägen,Helsinki
11622,Johtokivenkuja,Ledstensgränden,Helsinki
11623,Johtokiventie,Ledstensvägen,Helsinki
11624,Jokikuja,Ågränd,Helsinki
11625,Jokiniementie,Ånäsvägen,Helsinki
11626,Jokipellontie,Åfältsvägen,Helsinki
11627,Jokipolku,Åstigen,Helsinki
11628,Jokisuunkuja,Åminnegränden,Helsinki
11629,Jokisuunpolku,Åminnestigen,Helsinki
11630,Jokisuuntie,Åminnevägen,Helsinki
11631,Jokitie,Åvägen,Helsinki
11632,Jollaksentie,Jollasvägen,Helsinki
11633,Joronpolku,Jorosstigen,Helsinki
11634,Josafatinkatu,Josafatsgatan,Helsinki
11635,Jouhipolku,Stråkharpstigen,Helsinki
11636,Joukolantie,Joukolavägen,Helsinki
11637,Joulutähdentie,Julstjärnans väg,Helsinki
11638,Jousimiehentie,Skyttens väg,Helsinki
11639,Joutsenraitti,Svanstråket,Helsinki
11640,Joutsentie,Svanvägen,Helsinki
11641,Juhana-herttuan tie,Hertig Johans väg,Helsinki
11642,Juhanhaka,Johanshagen,Helsinki
11643,Juhani Ahon tie,Juhani Ahos väg,Helsinki
11644,Juhannusruusunkuja,Pimpinellrosgränden,Helsinki
11645,Juhannustie,Midsommarvägen,Helsinki
11646,Juhtakuja,Dragargränden,Helsinki
11647,Juhtatie,Dragarvägen,Helsinki
11648,Jukolankuja,Jukolagränden,Helsinki
11649,Jukolantie,Jukolavägen,Helsinki
11650,Junailijanaukio,Konduktörsplatsen,Helsinki
11651,Junailijankuja,Konduktörsgränden,Helsinki
11652,Juoksuhaudantie,Löpgravsvägen,Helsinki
11653,Juorumäenkuja,Skvallerbacksgränden,Helsinki
11654,Jupiterintie,Jupitervägen,Helsinki
11655,Jussaarenkuja,Jussarögränden,Helsinki
11656,Juustenintie,Juustensvägen,Helsinki
11657,Juustilanpolku,Juustilastigen,Helsinki
11658,Jyrinäkuja,Dundergränd,Helsinki
11659,Jyrkinkuja,Göransgränden,Helsinki
11660,Jyrkännekuja,Stupgränden,Helsinki
11661,Jyrängöntie,Jyränkövägen,Helsinki
11662,Jyvätie,Kornvägen,Helsinki
11663,Jägerhorninpolku,Jägerhornsstigen,Helsinki
11664,Jägerhornintie,Jägerhornsvägen,Helsinki
11665,Jäkäläpolku,Lavstigen,Helsinki
11666,Jäkälätie,Lavvägen,Helsinki
11667,Jäkärlänkuja,Jäkärlägränden,Helsinki
11668,Jäkärläntie,Jäkärlävägen,Helsinki
11669,Jälsipolku,Savstigen,Helsinki
11670,Jälsitie,Savvägen,Helsinki
11671,Jämsänkatu,Jämsägatan,Helsinki
11672,Jänkäpolku,Fjällmyrsstigen,Helsinki
11673,Jännetie,Bågsträngsvägen,Helsinki
11674,Järkälekuja,Bumlingsgränden,Helsinki
11675,Jätkäsaarenlaituri,Busholmskajen,Helsinki
11676,Jäähdytintie,Kylarvägen,Helsinki
11677,Jääkärinkatu,Jägaregatan,Helsinki
11678,Jäämäentie,Isbackavägen,Helsinki
11679,K.H. Wiikin katu,K.H. Wiiks gata,Helsinki
11680,Kaadekuja,Sluttgränden,Helsinki
11681,Kaakkurikuja,Lomgränd,Helsinki
11682,Kaanaankatu,Kanansgatan,Helsinki
11683,Kaanaanpiha,Kanansgården,Helsinki
11684,Kaarelan raitti,Kårböle bygata,Helsinki
11685,Kaarelankuja,Kårbölegränden,Helsinki
11686,Kaarelantie,Kårbölevägen,Helsinki
11687,Kaarenjalka,Bågfoten,Helsinki
11688,Kaarikuja,Båggränden,Helsinki
11689,Kaarlenkatu,Karlsgatan,Helsinki
11690,Kaarlenkuja,Karlsgränd,Helsinki
11691,Kaarnatie,Flarnvägen,Helsinki
11692,Kaartintorpantie,Gardestorpsvägen,Helsinki
11693,Kaasutintie,Förgasarvägen,Helsinki
11694,Kadetintie,Kadettvägen,Helsinki
11695,Kadettikouluntie,Kadettskolevägen,Helsinki
11696,Kahvikuja,Kaffegränden,Helsinki
11697,Kaikukatu,Ekogatan,Helsinki
11698,Kaikukuja,Ekogränden,Helsinki
11699,Kairapolku,Fjällmarksstigen,Helsinki
11700,Kaironkatu,Kairogatan,Helsinki
11701,Kaisaniemenkatu,Kajsaniemigatan,Helsinki
11702,Kaisaniemenranta,Kajsaniemistranden,Helsinki
11703,Kaitalahdenkuja,Hålviksgränden,Helsinki
11704,Kaitalahdenpolku,Hålviksstigen,Helsinki
11705,Kaitalahdentie,Hålviksvägen,Helsinki
11706,Kaivantokuja,Grävgränden,Helsinki
11707,Kaivohaankuja,Brunnshagsgränden,Helsinki
11708,Kaivokatu,Brunnsgatan,Helsinki
11709,Kaivolahdenkatu,Brunnsviksgatan,Helsinki
11710,Kaivolahdenkuja,Brunnsviksgränden,Helsinki
11711,Kaivonkatsojanpolku,Brunnsökarstigen,Helsinki
11712,Kaivonkatsojantie,Brunnsökarvägen,Helsinki
11713,Kaj Franckin aukio,Kaj Francks plats,Helsinki
11714,Kaj Franckin katu,Kaj Francks gata,Helsinki
11715,Kajaaninkatu,Kajanagatan,Helsinki
11716,Kajaaninlinnantie,Kajaneborgsvägen,Helsinki
11717,Kajanuksenkatu,Kajanusgatan,Helsinki
11718,Kalpakuja,Glavgränden,Helsinki
11719,Kalteenkuja,Sluttningsgränden,Helsinki
11720,Kalteenpolku,Sluttningsstigen,Helsinki
11721,Kalteentie,Sluttningsvägen,Helsinki
11722,Kammantekijäntie,Kammakarvägen,Helsinki
11723,Kamppiaistie,Skördesgillesvägen,Helsinki
11724,Kanavakatu,Kanalgatan,Helsinki
11725,Kanavamäki,Kanalbacken,Helsinki
11726,Kanavaranta,Kanalkajen,Helsinki
11727,Kanavasillantie,Kanalbrovägen,Helsinki
11728,Kanelikuja,Kanelgränden,Helsinki
11729,Kanervakuja,Ljunggränden,Helsinki
11730,Kanervarinne,Ljungbrinken,Helsinki
11731,Kanervatie,Ljungvägen,Helsinki
11732,Kanervavinkkeli,Ljungvinkeln,Helsinki
11733,Kangasalantie,Kangasalavägen,Helsinki
11734,Kangaspellontie,Malmåkersvägen,Helsinki
11735,Kangastie,Movägen,Helsinki
11736,Kangasvuokontie,Mosippsvägen,Helsinki
11737,Kankarepolku,Hympelstigen,Helsinki
11738,Kankaretie,Hympelvägen,Helsinki
11739,Kankiraudantie,Stångjärnsvägen,Helsinki
11740,Kankurinkatu,Vävaregatan,Helsinki
11741,Kannelpolku,Kantelestigen,Helsinki
11742,Kanneltie,Kantelevägen,Helsinki
11743,Kannunvalajantie,Kannstöparvägen,Helsinki
11744,Kannus,Sporren,Helsinki
11745,Kansakoulukatu,Folkskolegatan,Helsinki
11746,Kansakoulukuja,Folkskolegränd,Helsinki
11747,Kansankuja,Folkgränden,Helsinki
11748,Kansantie,Folkvägen,Helsinki
11749,Kanslerinkaari,Kanslersbågen,Helsinki
11750,Kantakyläntie,Fornbyvägen,Helsinki
11751,Kantarnäsintie,Kantarnäsvägen,Helsinki
11752,Kantelettarenkuja,Kanteletargränden,Helsinki
11753,Kantelettarentie,Kanteletarvägen,Helsinki
11754,Kanttorintie,Kantorsvägen,Helsinki
11755,Kanuunatie,Kanonvägen,Helsinki
11756,Kaplaskuja,Fjättergränden,Helsinki
11757,Kappelintie,Kapellvägen,Helsinki
11758,Kapteeninkatu,Kaptensgatan,Helsinki
11759,Kapteeninkuja,Kaptensgränden,Helsinki
11760,Karamzininranta,Karamzins strand,Helsinki
11761,Karavaanikatu,Karavangatan,Helsinki
11762,Karhukorvenkuja,Björnskogsgränd,Helsinki
11763,Karhulantie,Karhulavägen,Helsinki
11764,Karhunevanpolku,Björnmossestigen,Helsinki
11765,Karhunevantie,Björnmossevägen,Helsinki
11766,Karhunkaatajantie,Björnjägarvägen,Helsinki
11767,Karhunkämmen,Björntassen,Helsinki
11768,Karhurannankuja,Björnstrandsgränd,Helsinki
11769,Karhurannantie,Björnstrandsvägen,Helsinki
11770,Karhusaarentie,Björnsövägen,Helsinki
11771,Karhusuonkuja,Björnkärrsgränden,Helsinki
11772,Karhusuontie,Björnkärrsvägen,Helsinki
11773,Karhutie,Björnvägen,Helsinki
11774,Karhutorpankuja,Björntorpsgränd,Helsinki
11775,Karhutorpanpolku,Björntorpsstigen,Helsinki
11776,Karhutorpantie,Björntorpsvägen,Helsinki
11777,Karistimentie,Skakkäppsvägen,Helsinki
11778,Karjakuja,Fägränden,Helsinki
11779,Karjalankatu,Karelargatan,Helsinki
11780,Karjatanhuanpolku,Fästigen,Helsinki
11781,Karjuniitynkuja,Galtängsgränden,Helsinki
11782,Karpalokuja,Tranbärsgränden,Helsinki
11783,Karpalopolku,Tranbärsstigen,Helsinki
11784,Karpalotie,Tranbärsvägen,Helsinki
11785,Karppitie,Karpvägen,Helsinki
11786,Karrinkuja,Karrigränden,Helsinki
11787,Karrintie,Karrivägen,Helsinki
11788,Karstulantie,Karstulavägen,Helsinki
11789,Kartanomuseontie,Gårdsmuseivägen,Helsinki
11790,Kartanon puistotie,Herrgårds allén,Helsinki
11791,Kartanonkaari,Gårdsbågen,Helsinki
11792,Kartanonmetsäntie,Gårdsskogsvägen,Helsinki
11793,Kartanontie,Herrgårdsvägen,Helsinki
11794,Kartanonvoudintie,Gårdsfogdevägen,Helsinki
11795,Karunantie,Karunavägen,Helsinki
11796,Karvaamokuja,Garverigränden,Helsinki
11797,Karvaamopolku,Garveristigen,Helsinki
11798,Karviaismäenkuja,Stickelbacksgränden,Helsinki
11799,Karviaismäki,Stickelbacken,Helsinki
11800,Karviaispolku,Stickelstigen,Helsinki
11801,Krapukuja,Krabbgränden,Helsinki
11802,Krapupolku,Krabbstigen,Helsinki
11803,Kraputie,Krabbvägen,Helsinki
11804,Kravuntie,Kräftans väg,Helsinki
11805,Kreetantie,Gretavägen,Helsinki
11806,Kreijarinkuja,Krejarsgränden,Helsinki
11807,Kriikunakuja,Krikongränden,Helsinki
11808,Krister Juutin polku,Krister Jutes stig,Helsinki
11809,Kristianinkatu,Kristiansgatan,Helsinki
11810,Krogiuksentie,Krogiusvägen,Helsinki
11811,Kronqvistinkatu,Kronqvistsgatan,Helsinki
11812,Kronqvistinkuja,Kronqvistsgränden,Helsinki
11813,Kruunaajanpolku,Kronarstigen,Helsinki
11814,Kruununhaankatu,Kronohagsgatan,Helsinki
11815,Kruunuvuorenkatu,Kronbergsgatan,Helsinki
11816,Krämertintie,Krämertsvägen,Helsinki
11817,Kuhankeittäjänpolku,Sommargyllingsstigen,Helsinki
11818,Kuhankeittäjäntie,Sommargyllingsvägen,Helsinki
11819,Kuhilaspolku,Rågskylsstigen,Helsinki
11820,Kuikkarinne,Doppingbrinken,Helsinki
11821,Kuiskaajanpolku,Sufflörstigen,Helsinki
11822,Kuismakuja,Lysingsgränden,Helsinki
11823,Kuismatie,Lysingsvägen,Helsinki
11824,Kuitupolku,Lintågestigen,Helsinki
11825,Kujanen,Lillgränden,Helsinki
11826,Kukkaniityntie,Blomängsvägen,Helsinki
11827,Kukkavallankuja,Florios gränd,Helsinki
11828,Kultakutrinkuja,Lindagulls gränd,Helsinki
11829,Kumianpää,Hangedet,Helsinki
11830,Kuminakuja,Kummingränden,Helsinki
11831,Kummeltie,Kummelvägen,Helsinki
11832,Kumpulanportti,Gumtäktsporten,Helsinki
11833,Kumpulantie,Gumtäktsvägen,Helsinki
11834,Kuninkaantammenkuja,Kungseksgränden,Helsinki
11835,Kuninkaantammentie,Kungseksvägen,Helsinki
11836,Kunnalliskodintie,Kommunalhemsvägen,Helsinki
11837,Kunnallisneuvoksenkuja,Kommunalrådsgränden,Helsinki
11838,Kunnallisneuvoksentie,Kommunalrådsvägen,Helsinki
11839,Kunnantie,Kommunalvägen,Helsinki
11840,Kuntokalliontie,Kuntokalliovägen,Helsinki
11841,Kuoppakuja,Gropgränden,Helsinki
11842,Kuoppapolku,Gropstigen,Helsinki
11843,Kuoppatie,Gropvägen,Helsinki
11844,Kuopuksentie,Minstingsvägen,Helsinki
11845,Kuortaneenkatu,Kuortanegatan,Helsinki
11846,Kuovipolku,Spovstigen,Helsinki
11847,Kuparitie,Kopparvägen,Helsinki
11848,Kurkiaiskuja,Takåsgränden,Helsinki
11849,Kurkiaispolku,Takåsstigen,Helsinki
11850,Kurkiauranpolku,Tranplogsstigen,Helsinki
11851,Kurkimoisio,Trankyan,Helsinki
11852,Kurkimoisionkuja,Trankyagränden,Helsinki
11853,Kurkimäentie,Tranbackavägen,Helsinki
11854,Kurkisuontie,Tranmossvägen,Helsinki
11855,Kurrakuja,Kurrgränden,Helsinki
11856,Kustaankatu,Gustavsgatan,Helsinki
11857,Kutomokuja,Väverigränden,Helsinki
11858,Kutomotie,Väverivägen,Helsinki
11859,Kutteritie,Kuttervägen,Helsinki
11860,Kuukiventie,Månhällsvägen,Helsinki
11861,Kuulijankuja,Lyssnargränden,Helsinki
11862,Kuulijantie,Lyssnarvägen,Helsinki
11863,Kuuluttajankatu,Hallåmansgatan,Helsinki
11864,Kuunarikuja,Skonertgränden,Helsinki
11865,Kuunaritie,Skonertvägen,Helsinki
11866,Kuusamakuja,Kaprifolgränden,Helsinki
11867,Kuusikkotie,Grandungevägen,Helsinki
11868,Kuusilahdenkuja,Granviksgränden,Helsinki
11869,Kuusiniementie,Granuddsvägen,Helsinki
11870,Kuusisaarenkuja,Granögränd,Helsinki
11871,Kuusisaarenpolku,Granöstigen,Helsinki
11872,Kuusisaarentie,Granövägen,Helsinki
11873,Kuusistonlinnantie,Kustövägen,Helsinki
11874,Kuusitie,Granvägen,Helsinki
11875,Kuusitorpantie,Grantorpsvägen,Helsinki
11876,Kuusmiehenkaari,Sexmansbågen,Helsinki
11877,Kuusmiehenpolku,Sexmansstigen,Helsinki
11878,Kuusmiehentie,Sexmansvägen,Helsinki
11879,Kuutamotie,Månskensvägen,Helsinki
11880,Kuutie,Månvägen,Helsinki
11881,Kuutsalonpolku,Kuutsalostigen,Helsinki
11882,Kuutsalontie,Kuutsalovägen,Helsinki
11883,Kuvernöörintie,Guvernörsvägen,Helsinki
11884,Kuvuntie,Kupuvägen,Helsinki
11885,Kyllikinportti,Kyllikkiporten,Helsinki
11886,Kylväjäntie,Såningsmansvägen,Helsinki
11887,Kylvöpolku,Såningsstigen,Helsinki
11888,Kyläkirkontie,Bykyrkovägen,Helsinki
11889,Kyläkunnantie,Byalagsvägen,Helsinki
11890,Kylänevankuja,Bymossagränd,Helsinki
11891,Kylänevantie,Bymossavägen,Helsinki
11892,Kylänpää,Byändan,Helsinki
11893,Kylänraitti,Bytåget,Helsinki
11894,Kylänvanhimmankuja,Byäldstegränd,Helsinki
11895,Kylänvanhimmantie,Byäldstevägen,Helsinki
11896,Kylärinne,Bybrinken,Helsinki
11897,Kyläsaarenkatu,Byholmsgatan,Helsinki
11898,Kyläsaarenkuja,Byholmsgränden,Helsinki
11899,Kyläsepänkuja,Bysmedsgränd,Helsinki
11900,Kyläsuutarinkuja,Byskomakargränden,Helsinki
11901,Kylätie,Byavägen,Helsinki
11902,Kylävoudinkuja,Byfogdegränd,Helsinki
11903,Kylävoudintie,Byfogdevägen,Helsinki
11904,Kymintie,Kymmenevägen,Helsinki
11905,Kyntelikuja,Kyndelgränden,Helsinki
11906,Kyntäjäntie,Plöjarvägen,Helsinki
11907,Kypäräpolku,Hjälmstigen,Helsinki
11908,Kytkintie,Kopplingsvägen,Helsinki
11909,Kyttäläntie,Skyttasvägen,Helsinki
11910,Kytökuja,Kyttlandsgränden,Helsinki
11911,Kytöniityntie,Kyttängsvägen,Helsinki
11912,Kytöpolku,Kyttlandsstigen,Helsinki
11913,Kytösuonpolku,Brånakärrsstigen,Helsinki
11914,Kytösuontie,Brånakärrsvägen,Helsinki
11915,Kyyhkyskuja,Duvgränden,Helsinki
11916,Kyyhkyspolku,Duvstigen,Helsinki
11917,Kyyluodontie,Ormkubbsvägen,Helsinki
11918,Kyynäräkuja,Alnsgränd,Helsinki
11919,Kyytimiehenkatu,Skjutsbondegatan,Helsinki
11920,Kyytönkuja,Kyyttögränden,Helsinki
11921,Kyösti Kallion tie,Kyösti Kallios väg,Helsinki
11922,Kyöstinkuja,Kyöstigränden,Helsinki
11923,Käenkuja,Göksgränd,Helsinki
11924,Kämnerinkuja,Kämnersgränden,Helsinki
11925,Kämnerintie,Kämnersvägen,Helsinki
11926,Käpylinnunkuja,Korsnäbbsgränd,Helsinki
11927,Käpylinnuntie,Korsnäbbsvägen,Helsinki
11928,Käpylänkuja,Kottbygränd,Helsinki
11929,Käpyläntie,Kottbyvägen,Helsinki
11930,Lokkalantie,Locklaisvägen,Helsinki
11931,Lokkikuja,Måsgränd,Helsinki
11932,Lokkisaarentie,Trutholmsvägen,Helsinki
11933,Lontoonkatu,Londongatan,Helsinki
11934,Loosarintie,Klåsarövägen,Helsinki
11935,Louhenkuja,Louhigränden,Helsinki
11936,Louhentie,Louhivägen,Helsinki
11937,Louhikkokuja,Hölstergränden,Helsinki
11938,Louhikkopolku,Hölsterstigen,Helsinki
11939,Louhikkotie,Hölstervägen,Helsinki
11940,Lounaisväylä,Sydvästpassagen,Helsinki
11941,Loviisankatu,Lovisagatan,Helsinki
11942,Lucina Hagmanin kuja,Lucina Hagmans gränd,Helsinki
11943,Ludviginkatu,Ludvigsgatan,Helsinki
11944,Luiskatie,Halkvägen,Helsinki
11945,Luistarinkuja,Luistarigränden,Helsinki
11946,Lukijankuja,Läsargränden,Helsinki
11947,Lukkarimäenkuja,Klockarbackagränden,Helsinki
11948,Lukkarimäentie,Klockarbackavägen,Helsinki
